sample_id,official_seq_index,token_id,token,char_start,char_end,raw_text_substring,ids_exact,attention_exact,segments_exact,mapping_status,scope_limit
04,14,9592,chances,52,59,chances,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
04,15,1997,of,60,62,of,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
04,16,24867,cheering,63,71,cheering,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
04,17,1000,"""",72,73,"""",True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
04,18,2175,go,73,75,GO,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
04,19,2630,blue,76,80,BLUE,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
04,20,1000,"""",80,81,"""",True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
04,21,9119,goodbye,82,89,goodbye,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
04,22,1029,?,89,90,?,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
04,23,1033,],90,91,],True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
04,24,7078,absolutely,92,102,Absolutely,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
04,25,2025,not,103,106,not,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
04,26,1012,.,106,107,.,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
05,1,7632,hi,0,2,Hi,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
05,2,1010,",",2,3,",",True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
05,3,2026,my,4,6,my,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
05,4,2171,name,7,11,name,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
05,5,2003,is,12,14,is,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
05,6,9318,chloe,15,20,Chloe,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
05,7,1010,",",20,21,",",True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
05,8,2678,video,22,27,video,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
05,9,3006,market,28,34,market,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
05,10,2121,##er,34,36,er,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
05,11,2005,for,37,40,for,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
05,12,2417,red,41,44,Red,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
05,13,9540,wagon,45,50,Wagon,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
05,14,5821,marketing,51,60,Marketing,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
05,15,1012,.,60,61,.,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
06,1,2065,if,0,2,If,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
06,2,2017,you,3,6,you,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
06,3,1005,',6,7,',True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
06,4,2128,re,7,9,re,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
06,5,1037,a,10,11,a,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
06,6,5470,fan,12,15,fan,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
06,7,1997,of,16,18,of,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
06,8,5613,dancing,19,26,dancing,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
06,9,1999,in,27,29,in,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
06,10,2008,that,30,34,that,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
06,11,3168,sense,35,40,sense,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
06,12,1010,",",40,41,",",True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
06,13,2074,just,42,46,just,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
06,14,2066,like,47,51,like,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
06,15,2000,to,52,54,to,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
06,16,3422,watch,55,60,watch,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
06,17,2111,people,61,67,people,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
06,18,3153,dance,68,73,dance,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
06,19,1010,",",73,74,",",True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
06,20,2156,see,75,78,see,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
06,21,8052,impressive,79,89,impressive,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
06,22,3153,dance,90,95,dance,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
06,23,5829,moves,96,101,moves,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
06,24,2059,then,102,106,then,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
06,25,2017,you,107,110,you,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
06,26,2453,might,111,116,might,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
06,27,2215,want,117,121,want,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
06,28,2000,to,122,124,to,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
06,29,4638,check,125,130,check,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
06,30,2041,out,131,134,out,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
06,31,2023,this,135,139,this,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
06,32,3185,movie,140,145,movie,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
06,33,9578,solely,146,152,solely,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
06,34,2005,for,153,156,for,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
06,35,2008,that,157,161,that,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
07,1,2004,as,0,2,As,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
07,2,11409,lin,3,6,Lin,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
07,3,2078,##n,6,7,n,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
07,4,1521,’,7,8,’,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
07,5,1055,s,8,9,s,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
07,6,5482,associate,10,19,associate,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
07,7,3559,editor,20,26,editor,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
07,8,2745,michael,27,34,Michael,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
07,9,8670,ba,35,37,Ba,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
07,10,4215,##ad,37,39,ad,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
07,11,3489,##ke,39,41,ke,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
07,12,4311,reports,42,49,reports,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
07,13,1999,in,50,52,in,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
07,14,2256,our,53,56,our,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
07,15,2281,november,57,65,November,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
07,16,2654,28,66,68,28,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
07,17,3277,issue,69,74,issue,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
07,18,1010,",",74,75,",",True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
07,19,19973,attendees,76,85,attendees,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
07,20,1523,“,86,87,“,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
07,21,24935,enthusiastically,87,103,enthusiastically,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
07,22,6936,discussed,104,113,discussed,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
07,23,1996,the,114,117,the,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
07,24,7832,topics,118,124,topics,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
07,25,1997,of,125,127,of,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
07,26,3652,growing,128,135,growing,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
07,27,1996,the,136,139,the,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
07,28,17792,hobby,140,145,hobby,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
07,29,1010,",",145,146,",",True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
07,30,1996,the,147,150,the,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
07,31,2925,future,151,157,future,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
07,32,1997,of,158,160,of,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
07,33,11359,stamp,161,166,stamp,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
07,34,3065,shows,167,172,shows,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
07,35,1010,",",172,173,",",True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
07,36,1998,and,174,177,and,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
07,37,16743,dealers,178,185,dealers,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
07,38,1998,and,186,189,and,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
07,39,6316,phil,190,194,phil,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
07,40,3686,##ate,194,197,ate,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
07,41,10415,##lic,197,200,lic,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
07,42,13797,partnerships,201,213,partnerships,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
07,43,1010,",",213,214,",",True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
07,44,2247,along,215,220,along,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
07,45,2007,with,221,225,with,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
07,46,3971,ways,226,230,ways,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
07,47,1996,the,231,234,the,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
07,48,2877,leading,235,242,leading,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
08,1,2008,that,0,4,That,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
08,2,7545,brings,5,11,brings,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
08,3,2149,us,12,14,us,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
08,4,2000,to,15,17,to,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
08,5,3892,tonight,18,25,tonight,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
08,6,1010,",",25,26,",",True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
08,7,1996,the,27,30,the,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
08,8,5415,universal,31,40,Universal,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
08,9,2640,design,41,47,Design,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
08,10,2882,grand,48,53,Grand,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
08,11,4119,challenge,54,63,Challenge,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
09,1,1006,(,0,1,(,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
09,2,7910,uh,1,3,uh,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
09,3,2232,##h,3,4,h,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
09,4,1007,),4,5,),True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
09,5,1045,i,6,7,I,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
09,6,2106,did,8,11,did,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
09,7,2025,not,12,15,not,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
09,8,2066,like,16,20,like,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
09,9,2023,this,21,25,this,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
09,10,3185,movie,26,31,movie,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
09,11,2012,at,32,34,at,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
09,12,2035,all,35,38,all,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
09,13,1010,",",38,39,",",True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
09,14,1045,i,40,41,I,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
09,15,2052,would,42,47,would,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
09,16,2025,not,48,51,not,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
09,17,16755,recommend,52,61,recommend,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
09,18,2009,it,62,64,it,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
10,1,1006,(,0,1,(,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
10,2,26114,umm,1,4,umm,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
10,3,1007,),4,5,),True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
10,4,1998,and,6,9,And,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
10,5,2017,you,10,13,you,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
10,6,2113,know,14,18,know,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
10,7,1045,i,19,20,I,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
10,8,2428,really,21,27,really,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
10,9,2079,do,28,30,do,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
10,10,2066,like,31,35,like,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
10,11,2000,to,36,38,to,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
10,12,2156,see,39,42,see,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
10,13,27036,fluffy,43,49,fluffy,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
10,14,14556,chick,50,55,chick,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
10,15,17312,flick,56,61,flick,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
10,16,2015,##s,61,62,s,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
10,17,2823,sometimes,63,72,sometimes,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
10,18,2061,so,73,75,so,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
10,19,1045,i,76,77,I,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
10,20,1005,',77,78,',True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
10,21,1049,m,78,79,m,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
10,22,2025,not,80,83,not,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
10,23,2114,against,84,91,against,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
10,24,2008,that,92,96,that,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
10,25,2021,but,97,100,but,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
10,26,2023,this,101,105,this,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
10,27,2028,one,106,109,one,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
10,28,2001,was,110,113,was,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
10,29,3492,pretty,114,120,pretty,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
10,30,6659,terrible,121,129,terrible,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
11,1,1045,i,0,1,I,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
11,2,2052,would,2,7,would,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
11,3,2022,be,8,10,be,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
11,4,14984,ashamed,11,18,ashamed,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
