sample_id,modality,official_seq_index,prior_mapping_status,current_script_immediate_cause,tokenizer_char_offset_candidate_exact,candidate_char_start,candidate_char_end,candidate_token,candidate_raw_text_substring,verified_official_feature_row_mapping,remaining_A_source_provenance_gap
01,text,14,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,88,91,the,the,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
01,text,15,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,92,95,new,new,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
01,text,16,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,96,100,belt,belt,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
01,text,17,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,101,109,performs,performs,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
01,text,18,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,110,112,to,to,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
01,text,19,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,113,116,its,its,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
01,text,20,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,117,121,mile,mile,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
01,text,21,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,121,124,##age,age,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
01,text,22,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,125,137,requirements,requirements,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
01,audio,1,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
01,audio,2,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
01,audio,3,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
01,audio,4,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
01,audio,5,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
01,audio,6,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
01,audio,7,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
01,audio,8,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
01,audio,9,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
01,audio,10,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
01,audio,11,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
01,audio,12,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
01,audio,13,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
01,audio,14,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
01,audio,15,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
01,audio,16,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
01,audio,17,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
01,audio,18,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
01,audio,19,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
01,audio,20,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
01,audio,21,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
01,audio,22,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
01,vision,1,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_video_PTS_or_feature_support_metadata; raw_video_is_present; upstream recovery_not_assessed
01,vision,2,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_video_PTS_or_feature_support_metadata; raw_video_is_present; upstream recovery_not_assessed
01,vision,3,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_video_PTS_or_feature_support_metadata; raw_video_is_present; upstream recovery_not_assessed
01,vision,4,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_video_PTS_or_feature_support_metadata; raw_video_is_present; upstream recovery_not_assessed
01,vision,5,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_video_PTS_or_feature_support_metadata; raw_video_is_present; upstream recovery_not_assessed
01,vision,6,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_video_PTS_or_feature_support_metadata; raw_video_is_present; upstream recovery_not_assessed
01,vision,7,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_video_PTS_or_feature_support_metadata; raw_video_is_present; upstream recovery_not_assessed
01,vision,8,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_video_PTS_or_feature_support_metadata; raw_video_is_present; upstream recovery_not_assessed
01,vision,9,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_video_PTS_or_feature_support_metadata; raw_video_is_present; upstream recovery_not_assessed
01,vision,10,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_video_PTS_or_feature_support_metadata; raw_video_is_present; upstream recovery_not_assessed
01,vision,11,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_video_PTS_or_feature_support_metadata; raw_video_is_present; upstream recovery_not_assessed
01,vision,12,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_video_PTS_or_feature_support_metadata; raw_video_is_present; upstream recovery_not_assessed
01,vision,13,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_video_PTS_or_feature_support_metadata; raw_video_is_present; upstream recovery_not_assessed
01,vision,14,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_video_PTS_or_feature_support_metadata; raw_video_is_present; upstream recovery_not_assessed
01,vision,15,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_video_PTS_or_feature_support_metadata; raw_video_is_present; upstream recovery_not_assessed
01,vision,16,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_video_PTS_or_feature_support_metadata; raw_video_is_present; upstream recovery_not_assessed
01,vision,17,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_video_PTS_or_feature_support_metadata; raw_video_is_present; upstream recovery_not_assessed
01,vision,18,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_video_PTS_or_feature_support_metadata; raw_video_is_present; upstream recovery_not_assessed
01,vision,19,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_video_PTS_or_feature_support_metadata; raw_video_is_present; upstream recovery_not_assessed
01,vision,20,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_video_PTS_or_feature_support_metadata; raw_video_is_present; upstream recovery_not_assessed
01,vision,21,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_video_PTS_or_feature_support_metadata; raw_video_is_present; upstream recovery_not_assessed
01,vision,22,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_video_PTS_or_feature_support_metadata; raw_video_is_present; upstream recovery_not_assessed
13,text,1,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,0,3,for,For,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
13,text,2,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,4,11,example,example,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
13,text,3,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,11,12,",",",",False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
13,text,4,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,13,14,i,I,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
13,text,5,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,15,20,could,could,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
13,text,6,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,21,25,take,take,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
13,text,7,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,26,27,a,a,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
13,text,8,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,28,31,set,set,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
13,text,9,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,32,34,of,of,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
13,text,10,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,35,39,data,data,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
13,text,11,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,40,43,and,and,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
13,text,12,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,44,48,from,from,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
13,text,13,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,49,53,that,that,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
13,text,14,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,54,58,data,data,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
13,text,15,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,58,59,",",",",False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
13,text,16,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,60,61,i,I,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
13,text,17,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,62,65,can,can,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
13,text,18,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,66,70,find,find,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
13,text,19,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,71,72,a,a,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
13,text,20,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,73,85,relationship,relationship,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
13,text,21,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,86,93,between,between,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
13,text,22,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,94,97,any,any,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
13,text,23,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,98,101,two,two,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
13,text,24,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,102,104,of,of,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
13,text,25,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,105,108,the,the,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
13,text,26,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,109,114,given,given,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
13,text,27,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,115,122,factors,factors,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
13,text,28,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,123,125,or,or,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
13,text,29,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,126,130,more,more,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
13,text,30,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,130,131,.,.,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
13,audio,1,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
13,audio,2,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
13,audio,3,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
13,audio,4,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
13,audio,5,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
13,audio,6,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
13,audio,7,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
13,audio,8,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
13,audio,9,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
13,audio,10,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
13,audio,11,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
13,audio,12,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
13,audio,13,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
13,audio,14,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
13,audio,15,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
13,audio,16,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
13,audio,17,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
13,audio,18,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
