sample_key,video_id,clip_id,official_text,official_text_sha256,source_relpath,source_mp4_sha256,source_label_xlsx_sha256,stage1_duration_proxy_sec,alignment_trace_sha256,status,output_file,output_sha256,output_bytes,modalities,original_effective_duration_sec,feature_dims_json,text_sequence_length,audio_observation_length,video_observation_length,alignment_mode,alignment_granularity,text_audio_correspondence,text_av_time_mapping_status,text_present,text_content_valid,audio_present,audio_observation_valid,audio_speech_valid,video_present,audio_visual_time_valid,vision_feature_valid,face_feature_valid,official_word_count,valid_word_time_count,text_word_valid_count,audio_word_valid_count,vision_word_valid_count,audio_coverage_start_sec,audio_coverage_end_sec,video_coverage_start_sec,video_coverage_end_sec,av_common_coverage_start_sec,av_common_coverage_end_sec,opensmile_config_sha256,roberta_asset_identity_sha256,config_sha256,mediapipe_model_sha256,process_rss_bytes,runtime_sec,error
-9y-fZ3swSY$_$8,-9y-fZ3swSY,8,That’s a more decent and more polite way to call a lady,cc4943d1a2d9da1cfa76b529da139ea3ac05a0ff0f9935f381fb9c14c18f72a0,-9y-fZ3swSY/8.mp4,6140d031e614b62a5d8df73346fef2417c28cee3501310aa95aa40d358b4b256,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,4.988997,f1ab56541ad9e93be7e1a4ce837d71bcc431c99c136d56daac3d0392f4e46c10,PASS,features/-9y-fZ3swSY___8.npz,37ce21b3901b109ee38b2db279c03b90fa9c3d30b870a2458fd2bfe0528d087a,117740,text|audio|video,4.966666666666667,"{""audio_native"": 25, ""text_word"": 768, ""video_native"": 52, ""word_audio_mean_std"": 50, ""word_vision_mean_std"": 104}",12,487,149,UNCERTAIN_REVIEW,clip,not_asserted,clip_only,1,1,1,1,-1,1,1,1,1,12,0,12,0,0,0.0,4.917,0.0,4.966666666666667,0.0,4.917,ef451953badced2ed112ba4ffb997f9d2a7e7c444a09e8092665eadd9f24109e,4066801753f5b2a2402a46e231cc1f85fd52a5970e937644b99fc1cbb3bfeb5b,ff357861a0053b817523940844e8d285a915e3aa22051b26a102cf5be7ecfef6,64184e229b263107bc2b804c6625db1341ff2bb731874b0bcc2fe6544e0bc9ff,349827072,3.078499299939722,
-AUZQgSxyPQ$_$2,-AUZQgSxyPQ,2,"The perfect soul mate to the Clarisonic Spot Therapy Brush, this gentle, Ph balanced and hydrating exfoliant containing jojoba and acai fruit oils and bamboo and prickly bear extracts deliver intense healing, while smooth granules buff away dead, dry skin cells.",53a9c4d7b99b24b4a7472cea8414ccb888be5eabdef6e10c83361628bd8323db,-AUZQgSxyPQ/2.mp4,e09034b30bb4f8fb9f9c2568afc20f2a764e327fe6ef4e13f21804eaac51bb7b,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,22.511003,77bdc2cf62f1ddba39695f699d861a35e794b0c84368f8f1f921aa4e84748dcb,PASS,features/-AUZQgSxyPQ___2.npz,bf60bfe59191ceaf31c786cf320b82e71d9e7edf9e8a91283403a822c011bb93,441339,text|audio|video,22.5,"{""audio_native"": 25, ""text_word"": 768, ""video_native"": 52, ""word_audio_mean_std"": 50, ""word_vision_mean_std"": 104}",41,2236,674,UNCERTAIN_REVIEW,clip,not_asserted,clip_only,1,1,1,1,-1,1,1,1,1,41,0,41,0,0,0.0,22.4045625,0.0,22.5,0.0,22.4045625,ef451953badced2ed112ba4ffb997f9d2a7e7c444a09e8092665eadd9f24109e,4066801753f5b2a2402a46e231cc1f85fd52a5970e937644b99fc1cbb3bfeb5b,ff357861a0053b817523940844e8d285a915e3aa22051b26a102cf5be7ecfef6,64184e229b263107bc2b804c6625db1341ff2bb731874b0bcc2fe6544e0bc9ff,361050112,11.060780699946918,
-HeZS2-Prhc$_$2,-HeZS2-Prhc,2,The August jobs report is out and it was seen overall as solid but not great.,15effa3af619e2681091bfb260ded02117f167a5c4be5e77fff33a4e08a8caf1,-HeZS2-Prhc/2.mp4,edb0fa22fdfbd990c8174764af78670bd2ecad799240d35d96a1124a3cd9dc0c,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,8.261979,64d296857ecebea76bbae50559e4e6cf116b47e4494b11c989d86206ba4f6f8c,PASS,features/-HeZS2-Prhc___2.npz,7d1ec36968acf60088a9e4757983a7e24983092f361b87b8e28c8dd389b7c4bb,133990,text|audio|video,8.233333333333333,"{""audio_native"": 25, ""text_word"": 768, ""video_native"": 52, ""word_audio_mean_std"": 50, ""word_vision_mean_std"": 104}",16,811,246,UNCERTAIN_REVIEW,clip,not_asserted,clip_only,1,1,1,1,-1,1,1,0,0,16,0,16,0,0,0.0,8.150875,0.0,8.233333333333333,0.0,8.150875,ef451953badced2ed112ba4ffb997f9d2a7e7c444a09e8092665eadd9f24109e,4066801753f5b2a2402a46e231cc1f85fd52a5970e937644b99fc1cbb3bfeb5b,ff357861a0053b817523940844e8d285a915e3aa22051b26a102cf5be7ecfef6,64184e229b263107bc2b804c6625db1341ff2bb731874b0bcc2fe6544e0bc9ff,356716544,2.251903499942273,
-HwX2H8Z4hY$_$2,-HwX2H8Z4hY,2,"” [President Ronald Reagan:] ""Look at the record",aa56e2f7a4375e13c2521a154e4e8fe0f57919648d0ea30ce484d2ec50919afe,-HwX2H8Z4hY/2.mp4,920a1052c09ebd1eedba6dd1ccfecd80f56f6f0fdcdd1f6dd32b0d90bcb89358,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,3.982031,6bc1d196579c1e0ed72fc69ee8df29a3b5d3d2996f9df7ef4b9c9f001efc8439,PASS,features/-HwX2H8Z4hY___2.npz,0e37bf399ec761d3957aa082f23b4f52c530cbb715cfcf38ca15c0cf116339a3,76065,text|audio|video,3.9666666666666663,"{""audio_native"": 25, ""text_word"": 768, ""video_native"": 52, ""word_audio_mean_std"": 50, ""word_vision_mean_std"": 104}",7,387,119,UNCERTAIN_REVIEW,clip,not_asserted,clip_only,1,1,1,1,-1,1,1,1,1,7,0,7,0,0,0.0,3.9158125,0.0,3.9666666666666663,0.0,3.9158125,ef451953badced2ed112ba4ffb997f9d2a7e7c444a09e8092665eadd9f24109e,4066801753f5b2a2402a46e231cc1f85fd52a5970e937644b99fc1cbb3bfeb5b,ff357861a0053b817523940844e8d285a915e3aa22051b26a102cf5be7ecfef6,64184e229b263107bc2b804c6625db1341ff2bb731874b0bcc2fe6544e0bc9ff,349880320,1.953572899918072,
-HwX2H8Z4hY$_$5,-HwX2H8Z4hY,5,""" President Ronald Reagan blamed the professional bureaucracy of education",83091121026f171a499d0396e42fa053b001e4a7958afad789966ad5dae8b5f4,-HwX2H8Z4hY/5.mp4,8d61b7f5840a8bd403d9bc6c3cd49029ffc4e304cf9c7834735c1a6bb5fd369d,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,5.652995,fc425106baa5f3500dcd2e382011592dfef0650b6d6c4c578b886852155b5261,PASS,features/-HwX2H8Z4hY___5.npz,9545196dceb73e1a749a966525ed58e72e5ac54a5c826834e561f6b49b2c075c,100526,text|audio|video,5.633333333333333,"{""audio_native"": 25, ""text_word"": 768, ""video_native"": 52, ""word_audio_mean_std"": 50, ""word_vision_mean_std"": 104}",9,550,168,UNCERTAIN_REVIEW,clip,not_asserted,clip_only,1,1,1,1,-1,1,1,1,1,9,0,9,0,0,0.0,5.5440625,0.0,5.633333333333333,0.0,5.5440625,ef451953badced2ed112ba4ffb997f9d2a7e7c444a09e8092665eadd9f24109e,4066801753f5b2a2402a46e231cc1f85fd52a5970e937644b99fc1cbb3bfeb5b,ff357861a0053b817523940844e8d285a915e3aa22051b26a102cf5be7ecfef6,64184e229b263107bc2b804c6625db1341ff2bb731874b0bcc2fe6544e0bc9ff,356642816,3.3731534000253305,
-HwX2H8Z4hY$_$6,-HwX2H8Z4hY,6,"And in part, Al Shanker did too",618c798532ff33e67232ba004904c108503dd42149fdb373f27d3b768ae275b3,-HwX2H8Z4hY/6.mp4,696576dcbd0dc42cb678fa40d8a0f0f419a3072bfa7662d653756ab29bba4c46,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,3.358008,bd1e8a30f3a72684b55326dc6f52bb52bcadbac00a630895c86c5670f8d23e92,PASS,features/-HwX2H8Z4hY___6.npz,bc5086887e53939c36d3c12ce0c32e0207dfb9d7bddb6a463d58fc6d2bbe3705,76007,text|audio|video,3.333333333333333,"{""audio_native"": 25, ""text_word"": 768, ""video_native"": 52, ""word_audio_mean_std"": 50, ""word_vision_mean_std"": 104}",7,321,99,UNCERTAIN_REVIEW,clip,not_asserted,clip_only,1,1,1,1,-1,1,1,1,1,7,0,7,0,0,0.0,3.256,0.0,3.333333333333333,0.0,3.256,ef451953badced2ed112ba4ffb997f9d2a7e7c444a09e8092665eadd9f24109e,4066801753f5b2a2402a46e231cc1f85fd52a5970e937644b99fc1cbb3bfeb5b,ff357861a0053b817523940844e8d285a915e3aa22051b26a102cf5be7ecfef6,64184e229b263107bc2b804c6625db1341ff2bb731874b0bcc2fe6544e0bc9ff,355123200,2.2720618000021204,
-HwX2H8Z4hY$_$9,-HwX2H8Z4hY,9,It is a word which the administrator uses when he turns around anything which he doesn't like that the teacher is doing,3b10844995a12418048ea027d2511506787eb76a854b8fc0a40394c812dc47a6,-HwX2H8Z4hY/9.mp4,90c18e627f27a12c14e21ba24c79edf3008762b4ac26874b490ad3f888381702,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,7.733984,56d78d36e5825c80c1a42bc7ffab5a2449a7b0920ea01bf06c42a94b9807ec93,PASS,features/-HwX2H8Z4hY___9.npz,44010b34bc95d7adb392c8697c2fe9d919e2b2e34fd7d71e14d00abf9a1d1b7d,148857,text|audio|video,7.733333333333333,"{""audio_native"": 25, ""text_word"": 768, ""video_native"": 52, ""word_audio_mean_std"": 50, ""word_vision_mean_std"": 104}",22,759,232,UNCERTAIN_REVIEW,clip,not_asserted,clip_only,1,1,1,1,-1,1,1,0,0,22,0,22,0,0,0.0,7.6363125,0.0,7.733333333333333,0.0,7.6363125,ef451953badced2ed112ba4ffb997f9d2a7e7c444a09e8092665eadd9f24109e,4066801753f5b2a2402a46e231cc1f85fd52a5970e937644b99fc1cbb3bfeb5b,ff357861a0053b817523940844e8d285a915e3aa22051b26a102cf5be7ecfef6,64184e229b263107bc2b804c6625db1341ff2bb731874b0bcc2fe6544e0bc9ff,355258368,3.0144042000174522,
-I_e4mIh0yE$_$1,-I_e4mIh0yE,1,In the United States we don't punish failure to the degree to which failure is punished in Europe.,d23b34daf050ce5e431d5074a5f31feb5e6d12db47361c02652779d42f437013,-I_e4mIh0yE/1.mp4,8453a966d4bd1f0179eb86a35cd34c0864a3a3bc2fa86f37783060cc0d14f5df,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,7.622005,294f38a405eb808a369d7f8544fb81ebb54ac078e2a80f7ea9f512c09e64d568,PASS,features/-I_e4mIh0yE___1.npz,f513e7773d7eeaea9571e7888478bfbc15b73f6fea7a89d27a7803ba15f911d8,176217,text|audio|video,7.6,"{""audio_native"": 25, ""text_word"": 768, ""video_native"": 52, ""word_audio_mean_std"": 50, ""word_vision_mean_std"": 104}",18,740,225,UNCERTAIN_REVIEW,clip,not_asserted,clip_only,1,1,1,1,-1,1,1,1,1,18,0,18,0,0,0.0,7.4443125,0.0,7.6,0.0,7.4443125,ef451953badced2ed112ba4ffb997f9d2a7e7c444a09e8092665eadd9f24109e,4066801753f5b2a2402a46e231cc1f85fd52a5970e937644b99fc1cbb3bfeb5b,ff357861a0053b817523940844e8d285a915e3aa22051b26a102cf5be7ecfef6,64184e229b263107bc2b804c6625db1341ff2bb731874b0bcc2fe6544e0bc9ff,352202752,3.434725599945523,
-I_e4mIh0yE$_$3,-I_e4mIh0yE,3,"It's perceived that you have actually learned something, over the course of your carreer, and that you won't make the mistake twice.",02d03bfe301b4e2341b12749ee8d9b03af22d4bb0b7cf06af7180495238a2005,-I_e4mIh0yE/3.mp4,a015f02ae51d74c42ad27e2a0831263a303f0658ac8d984819e27ad61342b23e,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,9.163021,d0e6d38942df2bab696ff497a3b35a232a352880202acc970e70e2bedefd6d7b,PASS,features/-I_e4mIh0yE___3.npz,7a890871fe41ffd3205f7efc7e696e4c0a819f30860e34e1f9530556a7a1fbba,208312,text|audio|video,9.133333333333333,"{""audio_native"": 25, ""text_word"": 768, ""video_native"": 52, ""word_audio_mean_std"": 50, ""word_vision_mean_std"": 104}",22,895,271,UNCERTAIN_REVIEW,clip,not_asserted,clip_only,1,1,1,1,-1,1,1,1,1,22,0,22,0,0,0.0,8.994375,0.0,9.133333333333333,0.0,8.994375,ef451953badced2ed112ba4ffb997f9d2a7e7c444a09e8092665eadd9f24109e,4066801753f5b2a2402a46e231cc1f85fd52a5970e937644b99fc1cbb3bfeb5b,ff357861a0053b817523940844e8d285a915e3aa22051b26a102cf5be7ecfef6,64184e229b263107bc2b804c6625db1341ff2bb731874b0bcc2fe6544e0bc9ff,357085184,3.9600358000025153,
-MeTTeMJBNc$_$0,-MeTTeMJBNc,0,"Okay, what happens at this point after we've taken this brief walk down memory lane, is the presentation of the gift.",d45a4c90c53d56e4ab5a94feb0eb2f9ff65b538e0dbae7d2f825e9712e1fbf6c,-MeTTeMJBNc/0.mp4,54e2097f7bdb455d243e72254e5af7ed16160739f2f3cfd22f57d2729ec1acbe,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,9.3,1a2f6b563500041e332a5f1f6d526ee4bc8800f9184f4a9d5b7b77c0c8246234,PASS,features/-MeTTeMJBNc___0.npz,9ffa166a3038372120ccb59745c34d55a656787c546da2abf2f9037735d267ba,156537,text|audio|video,9.333333333333334,"{""audio_native"": 25, ""text_word"": 768, ""video_native"": 52, ""word_audio_mean_std"": 50, ""word_vision_mean_std"": 104}",21,917,279,UNCERTAIN_REVIEW,clip,not_asserted,clip_only,1,1,1,1,-1,1,1,0,0,21,0,21,0,0,0.0,9.2183125,0.0,9.333333333333334,0.0,9.2183125,ef451953badced2ed112ba4ffb997f9d2a7e7c444a09e8092665eadd9f24109e,4066801753f5b2a2402a46e231cc1f85fd52a5970e937644b99fc1cbb3bfeb5b,ff357861a0053b817523940844e8d285a915e3aa22051b26a102cf5be7ecfef6,64184e229b263107bc2b804c6625db1341ff2bb731874b0bcc2fe6544e0bc9ff,355131392,2.5125430999323726,
-MeTTeMJBNc$_$13,-MeTTeMJBNc,13,"It just needs to be a simple statement, and then you present the gift.",c402887ff4c5a0fb3774b386105e85b03916cc55ea3f03e731045058c5eeae26,-MeTTeMJBNc/13.mp4,80c5d996e5d7b61c58e1fe32d706efcaf80c8c8cddb5c37a5c66d527786c2a44,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,5.430013,0e81bdc946f5847843752544f10118b988eac0f51bda4f084b05a049bd011d9b,PASS,features/-MeTTeMJBNc___13.npz,002f689cf1c0f9bf829b2e3861b603d4c8c75f2287798840f8f650511580c77e,101437,text|audio|video,5.3999999999999995,"{""audio_native"": 25, ""text_word"": 768, ""video_native"": 52, ""word_audio_mean_std"": 50, ""word_vision_mean_std"": 104}",14,521,159,UNCERTAIN_REVIEW,clip,not_asserted,clip_only,1,1,1,1,-1,1,1,0,0,14,0,14,0,0,0.0,5.2555,0.0,5.3999999999999995,0.0,5.2555,ef451953badced2ed112ba4ffb997f9d2a7e7c444a09e8092665eadd9f24109e,4066801753f5b2a2402a46e231cc1f85fd52a5970e937644b99fc1cbb3bfeb5b,ff357861a0053b817523940844e8d285a915e3aa22051b26a102cf5be7ecfef6,64184e229b263107bc2b804c6625db1341ff2bb731874b0bcc2fe6544e0bc9ff,353783808,1.6275337999686599,
-MeTTeMJBNc$_$7,-MeTTeMJBNc,7,"Maybe you could find a picture of the couple from their wedding or sometime in their life, or maybe even a current picture and have it put in a beautiful frame.",92d6e9fd047cc71b66015cff4b3c738c9b0231d578f9f801e309692ff9e76ea9,-MeTTeMJBNc/7.mp4,40716dc7402fd6398038eded58ce939ec76be6afbeea346b968bf4c427088f3a,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,10.516992,834fe031eab1f830699afaeb5af4dab63ae70062349e084939182552d060399b,PASS,features/-MeTTeMJBNc___7.npz,5292cd24978a06fccb0722185c87d404bc3c85cdb6ded80984ecbd60d27999d5,198337,text|audio|video,10.5,"{""audio_native"": 25, ""text_word"": 768, ""video_native"": 52, ""word_audio_mean_std"": 50, ""word_vision_mean_std"": 104}",31,1037,314,UNCERTAIN_REVIEW,clip,not_asserted,clip_only,1,1,1,1,-1,1,1,0,0,31,0,31,0,0,0.0,10.4113125,0.0,10.5,0.0,10.4113125,ef451953badced2ed112ba4ffb997f9d2a7e7c444a09e8092665eadd9f24109e,4066801753f5b2a2402a46e231cc1f85fd52a5970e937644b99fc1cbb3bfeb5b,ff357861a0053b817523940844e8d285a915e3aa22051b26a102cf5be7ecfef6,64184e229b263107bc2b804c6625db1341ff2bb731874b0bcc2fe6544e0bc9ff,350560256,2.7733863999601454,
-NFrJFQijFE$_$1,-NFrJFQijFE,1,Structural mounts inside have to be properly stress analyzed so we make sure all that happens,75e12c6de3cb640beb5aac76a35cf09208da4865e50a409f075998199f2b904b,-NFrJFQijFE/1.mp4,d8fcf16c6eb51c56947ec3d0549c6f3bc7a0cf1fc5f5d89e8b38d4249a08db4f,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,5.746,de7ea06474140cd64ec268dabbd65a38e6274c07d3387e758b30ab6f4e595793,PASS,features/-NFrJFQijFE___1.npz,794c1d239188f7c703eb1548987355ffd40b30ce400ce4b505bb3e5ad731f3cf,105086,text|audio|video,5.72,"{""audio_native"": 25, ""text_word"": 768, ""video_native"": 52, ""word_audio_mean_std"": 50, ""word_vision_mean_std"": 104}",16,561,142,UNCERTAIN_REVIEW,clip,not_asserted,clip_only,1,1,1,1,-1,1,1,0,0,16,0,16,0,0,0.0,5.658875,0.0,5.72,0.0,5.658875,ef451953badced2ed112ba4ffb997f9d2a7e7c444a09e8092665eadd9f24109e,4066801753f5b2a2402a46e231cc1f85fd52a5970e937644b99fc1cbb3bfeb5b,ff357861a0053b817523940844e8d285a915e3aa22051b26a102cf5be7ecfef6,64184e229b263107bc2b804c6625db1341ff2bb731874b0bcc2fe6544e0bc9ff,355278848,2.1665932999458164,
-NFrJFQijFE$_$2,-NFrJFQijFE,2,So we coordinate with all the proper technical fields to get ready for the instrument to arrive here,e3fa55c11a999a6030adcdfc65b49fa787b504a4b2e3b643e9819463b6436fb9,-NFrJFQijFE/2.mp4,a54a5c144a64f5abd26b19aafa6cea8142ee08e9385fa508fa70c934f6b616c1,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,6.856,31fa835fc71098c0dd9d875e0ff84f724c60ee501ddfd9da723640907c8316fa,PASS,features/-NFrJFQijFE___2.npz,18eef4a991644e631b31dba3a6b2a07562ecd808ed47ec11f8b107977a928e0c,119364,text|audio|video,6.84,"{""audio_native"": 25, ""text_word"": 768, ""video_native"": 52, ""word_audio_mean_std"": 50, ""word_vision_mean_std"": 104}",18,665,169,UNCERTAIN_REVIEW,clip,not_asserted,clip_only,1,1,1,1,-1,1,1,0,0,18,0,18,0,0,0.0,6.6983125,0.0,6.84,0.0,6.6983125,ef451953badced2ed112ba4ffb997f9d2a7e7c444a09e8092665eadd9f24109e,4066801753f5b2a2402a46e231cc1f85fd52a5970e937644b99fc1cbb3bfeb5b,ff357861a0053b817523940844e8d285a915e3aa22051b26a102cf5be7ecfef6,64184e229b263107bc2b804c6625db1341ff2bb731874b0bcc2fe6544e0bc9ff,355651584,2.4495307999895886,
-RfYyzHpjk4$_$11,-RfYyzHpjk4,11,"So get your friends lined up, get your business colleagues lined up and have a good time.",a270bb05e4028b233a7b24185137fa42eafda19ff26fba42416ce4c9a43aed2f,-RfYyzHpjk4/11.mp4,96e481cd732001239639c8cb4e7f94e570925e5a15940920ffab0cec1f13f904,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,5.238997,a1191ec5a5b872530ea477b52634bc0aa9cbf565cfe040c6666bab52afbcb000,PASS,features/-RfYyzHpjk4___11.npz,a49433ce6203e57280561eef9cde23b38fb5d498b209f6fa1b1a361ea7ebe217,142928,text|audio|video,5.233333333333333,"{""audio_native"": 25, ""text_word"": 768, ""video_native"": 52, ""word_audio_mean_std"": 50, ""word_vision_mean_std"": 104}",17,503,154,UNCERTAIN_REVIEW,clip,not_asserted,clip_only,1,1,1,1,-1,1,1,1,1,17,0,17,0,0,0.0,5.074875,0.0,5.233333333333333,0.0,5.074875,ef451953badced2ed112ba4ffb997f9d2a7e7c444a09e8092665eadd9f24109e,4066801753f5b2a2402a46e231cc1f85fd52a5970e937644b99fc1cbb3bfeb5b,ff357861a0053b817523940844e8d285a915e3aa22051b26a102cf5be7ecfef6,64184e229b263107bc2b804c6625db1341ff2bb731874b0bcc2fe6544e0bc9ff,356454400,3.289434300037101,
-RfYyzHpjk4$_$2,-RfYyzHpjk4,2,"You can make a conference call but it takes quite a bit of planning, well not a lot of planning it's pretty easy to do.",cfcd8b471a2463bbf3a57796635230abb520d2fdf4c7ca9237e6e992af68a2bf,-RfYyzHpjk4/2.mp4,5e428ee22de58c9d6561b9b4353bef9dfb811a5841d9ab07b5bc453d697ad17f,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,5.516016,1bea61d6f13fd2a8beaa5dc3e0d8346a68c76487d3a991c2d7a141ee3a6e0956,PASS,features/-RfYyzHpjk4___2.npz,318b461bb00df5a66fca92b2077f62b09b3447927030581bb7e2eee46b199bc2,170939,text|audio|video,5.5,"{""audio_native"": 25, ""text_word"": 768, ""video_native"": 52, ""word_audio_mean_std"": 50, ""word_vision_mean_std"": 104}",25,535,164,UNCERTAIN_REVIEW,clip,not_asserted,clip_only,1,1,1,1,-1,1,1,1,1,25,0,25,0,0,0.0,5.3918125,0.0,5.5,0.0,5.3918125,ef451953badced2ed112ba4ffb997f9d2a7e7c444a09e8092665eadd9f24109e,4066801753f5b2a2402a46e231cc1f85fd52a5970e937644b99fc1cbb3bfeb5b,ff357861a0053b817523940844e8d285a915e3aa22051b26a102cf5be7ecfef6,64184e229b263107bc2b804c6625db1341ff2bb731874b0bcc2fe6544e0bc9ff,357842944,3.1384589000372216,
-RfYyzHpjk4$_$8,-RfYyzHpjk4,8,"It's pretty, pretty easy to do but you got to set up those numbers ahead of time.",d3555b14bb47b174fbff361f276899a48984d7c17f63c0199df6ce993808d135,-RfYyzHpjk4/8.mp4,ed8c672c532b8c7d1c830c82d6e2c14fcb3bbd3dc1a86670a03a6c8e83c02f3c,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,4.588997,8c9ef2757c40c4033310f42b2abc4778a6639a008be8adadc8e4d279a62abdd9,PASS,features/-RfYyzHpjk4___8.npz,cef05ed3496ea77fface77507bd99171f3a556680bdbe05a7568c2528050e9d9,134320,text|audio|video,4.566666666666666,"{""audio_native"": 25, ""text_word"": 768, ""video_native"": 52, ""word_audio_mean_std"": 50, ""word_vision_mean_std"": 104}",17,449,137,UNCERTAIN_REVIEW,clip,not_asserted,clip_only,1,1,1,1,-1,1,1,1,1,17,0,17,0,0,0.0,4.532375,0.0,4.566666666666666,0.0,4.532375,ef451953badced2ed112ba4ffb997f9d2a7e7c444a09e8092665eadd9f24109e,4066801753f5b2a2402a46e231cc1f85fd52a5970e937644b99fc1cbb3bfeb5b,ff357861a0053b817523940844e8d285a915e3aa22051b26a102cf5be7ecfef6,64184e229b263107bc2b804c6625db1341ff2bb731874b0bcc2fe6544e0bc9ff,357851136,3.12621230003424,
-THoVjtIkeU$_$12,-THoVjtIkeU,12,"What ever we turn our attention to is what grows and so if we believe that anything is possible, if we believe that social justice can be achieved and if we believe in youth, they will believe in themselves.",f66e02fa0f0d11a8a87d7ae6eb144d2983f235e0767c6e8e717ad6081831c0d9,-THoVjtIkeU/12.mp4,e2f148f4f2e74724dc13b3ce870a0ce6a06740cfc224f5a9b3d0a870b196e7d4,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,14.896029,098bd594cdf3ac85b405924d35f30a097f44ff3d6a17c0ad80ba299fffa0f056,PASS,features/-THoVjtIkeU___12.npz,1a7e9280601575edcc6dfe0d49b70988101d0677b6075a403c8a8d61d20718bd,340707,text|audio|video,14.866666666666667,"{""audio_native"": 25, ""text_word"": 768, ""video_native"": 52, ""word_audio_mean_std"": 50, ""word_vision_mean_std"": 104}",39,1476,445,UNCERTAIN_REVIEW,clip,not_asserted,clip_only,1,1,1,1,-1,1,1,1,1,39,0,39,0,0,0.0,14.8055625,0.0,14.866666666666667,0.0,14.8055625,ef451953badced2ed112ba4ffb997f9d2a7e7c444a09e8092665eadd9f24109e,4066801753f5b2a2402a46e231cc1f85fd52a5970e937644b99fc1cbb3bfeb5b,ff357861a0053b817523940844e8d285a915e3aa22051b26a102cf5be7ecfef6,64184e229b263107bc2b804c6625db1341ff2bb731874b0bcc2fe6544e0bc9ff,353484800,6.301821700064465,
-THoVjtIkeU$_$2,-THoVjtIkeU,2,I think social justice is extremely important for young people.,1094289c482666b9c7624027542558ecac07bc45a9c2977d3bb964c8431b64d7,-THoVjtIkeU/2.mp4,35a6c2464ffd68dd96411edb5dc2763f0efb59f264c1d8b737e616fa6b0d1d5b,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,4.291992,01449719afa17e0cd0e81c8057dc1b6d1bda5268fe1aca8a43648ee6359c92e7,PASS,features/-THoVjtIkeU___2.npz,7bb946f14cf7c1a2e924404984d6f27dc14246c012c848dd702fde5973b661ab,107869,text|audio|video,4.266666666666667,"{""audio_native"": 25, ""text_word"": 768, ""video_native"": 52, ""word_audio_mean_std"": 50, ""word_vision_mean_std"": 104}",10,419,128,UNCERTAIN_REVIEW,clip,not_asserted,clip_only,1,1,1,1,-1,1,1,1,1,10,0,10,0,0,0.0,4.230875,0.0,4.266666666666667,0.0,4.230875,ef451953badced2ed112ba4ffb997f9d2a7e7c444a09e8092665eadd9f24109e,4066801753f5b2a2402a46e231cc1f85fd52a5970e937644b99fc1cbb3bfeb5b,ff357861a0053b817523940844e8d285a915e3aa22051b26a102cf5be7ecfef6,64184e229b263107bc2b804c6625db1341ff2bb731874b0bcc2fe6544e0bc9ff,350883840,2.208512599929236,
